id,value
www.gov.uk_26179049.API use (data sent via_UA-26179049-14.Unfiltered view DO NOT_159847846,1
www.gov.uk_26179049.Content Performance Ma_UA-26179049-12.CPM. All Web Site Data_156086828,1
www.gov.uk_26179049.Content Performance Ma_UA-26179049-12.CPM. Integration_159490697,1
www.gov.uk_26179049.Content Performance Ma_UA-26179049-12.CPM. Production_159505853,1
www.gov.uk_26179049.Content Performance Ma_UA-26179049-12.CPM. Staging_159486809,1
www.gov.uk_26179049.Content Performance Ma_UA-26179049-12.Unfiltered View DO NOT_156077959,1
www.gov.uk_26179049.content-api.publishing_UA-26179049-13.1. API Docs All web si_159862707,1
www.gov.uk_26179049.content-api.publishing_UA-26179049-13.Unfiltered view DO NOT_159880044,1
www.gov.uk_26179049.Gov.uk - Data Studio D_UA-26179049-24.GDS - All Dashboards_173465512,1
www.gov.uk_26179049.Gov.uk - Data Studio D_UA-26179049-24.GOV.UK Main Dashboard_173438761,1
www.gov.uk_26179049.Gov.uk - Data Studio D_UA-26179049-24.GOV.UK Overview_173669026,1
www.gov.uk_26179049.Gov.uk - Data Studio D_UA-26179049-24.GOV.UK Product Health _173481371,1
www.gov.uk_26179049.Gov.uk - Data Studio D_UA-26179049-24.GOV.UK Yes / No Survey_173420339,1
www.gov.uk_26179049.Gov.uk - Data Studio D_UA-26179049-24.iForms – Datastudio_173569315,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.All apps (filtered - o_110042000,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.All apps (unfiltered)_86065982,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Collections Publisher_110277823,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Contacts_95715727,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Content-performance-ma_140408150,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.GOV.UK Support_108947850,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Imminence Publisher_110252395,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Local links manager_130286060,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Maslow_86253526,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Panopticon_86255123,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Publisher_86252056,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Release_110260781,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Search Publisher_110280209,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Signon_86262085,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Specialist publisher_95705456,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Transition_110264652,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Travel advice publisher_86249385,1
www.gov.uk_26179049.GOV.UK apps_UA-26179049-6.Whitehall Publisher_86186851,1
www.gov.uk_26179049.GOV.UK Cookie banner test_UA-26179049-29.Cookie Banner Test All_232652219,1
www.gov.uk_26179049.Gov.uk Integration Env_UA-26179049-22.GOV.UK Integration - B_185409407,1
www.gov.uk_26179049.Gov.uk Integration Env_UA-26179049-22.GOV.UK Integration - M_173362183,1
www.gov.uk_26179049.Gov.uk Integration Env_UA-26179049-22.GOV.UK Integration - R_185141187,1
www.gov.uk_26179049.Gov.uk Staging Environ_UA-26179049-20.GOV.UK Staging - Main _171905337,1
www.gov.uk_26179049.Gov.uk Staging Environ_UA-26179049-20.GOV.UK Staging - Raw Data_185119515,1
www.gov.uk_26179049.GOV.UK Status Page_UA-26179049-25.All Web Site Data_176289011,1
www.gov.uk_26179049.GOV.UK Test property f_UA-26179049-31.Raw data do NOT filter_258652685,1
www.gov.uk_26179049.Government Frontend Co_UA-26179049-15.Main view_160335849,1
www.gov.uk_26179049.Government Frontend Co_UA-26179049-15.Unfiltered view_160310444,1
www.gov.uk_26179049.Performance.service.go_UA-26179049-9.All Web Site Data (Unf_94199166,1
www.gov.uk_26179049.Performance.service.go_UA-26179049-9.Reporting View (Filtered)_94339975,1
www.gov.uk_26179049.TEMP >> DI Digital Ide_UA-26179049-30.All Web Site Data_253719054,1
www.gov.uk_26179049.Transition Domains_UA-26179049-8.All Web Site Data_93717734,1
www.gov.uk_26179049.Transition Domains_UA-26179049-8.Ash test View 1_94146379,1
www.gov.uk_26179049.Transition Domains_UA-26179049-8.Ash test View 2_94149440,1
www.gov.uk_26179049.Transition Domains_UA-26179049-8.Reporting (by Hostname)_93718631,1
www.gov.uk_26179049.Whitehall Admin (GA)_UA-26179049-5.All Web Site Data_72476558,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.1a. GOV.UK - Main Profile_53872948,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.1b. GOV.UK - Back Up_98416905,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.1d. GOV.UK - Big Query_87773428,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.1d. GOV.UK - Raw Data_53455869,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.1e. GOV.UK - Test Profile_171902296,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.2. Depts and policy - ALL_53699180,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.2. Depts and policy - _103260216,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.2. Depts and policy - _53913236,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.3. GOV.UK - 'Browse' _64754111,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.3. GOV.UK - 'Taxon' na_142270502,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.3. GOV.UK - 'Topic' na_104815975,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.3. GOV.UK homepage only_54917185,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.3. Site search pages o_54919206,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.3. Tour page_64321690,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Guidance section_92127738,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Licence finder_64147777,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Performance Platfor_62933120,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Performance Platfor_86470160,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Performance Platfor_71349169,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Performance Platfor_76436954,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Service Manual_70133363,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Service Manual (Tes_163411568,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.4. Trade Tariff_62865361,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.6. Single Domain (Enti_51337955,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.6a. Classic - [for who_97157559,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.7. Content Team A/B Te_125636556,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.7. Content Team Report_125660781,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.8. Service Standard Re_172905803,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (Defra) - _103259051,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (DWP) - Pe_76210755,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (DWP) - Un_102352007,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (EA) - Fis_68077470,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (EA) - Flo_68117780,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HMRC) - _93238552,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HMRC) - _73657802,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HMRC) - _79933336,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HMRC) - _110111818,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HMT/HMRC)_82050233,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HO) - Mar_80382234,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (HO) - Pas_73096163,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign (Ofqual) -_86364256,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign - Brexit (_187277039,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign - Brexit (_185456480,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaign - Brexit-t_185461735,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Campaigns (SLC) - S_79569800,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. CMA cases (finder)_91907880,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Drive to learn step_91107150,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.C. Email funnels (>9-2_68291602,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.D. Digital Identity an_253720352,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.D. Digital Identity an_253713790,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.GDS internal wiki_90372008,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Highway Code Manual (1_150620359,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Immigration Rules Manu_143297632,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.P. GOV.UK Performance _56580952,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Q. Entire site - A/B t_85416860,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Q. GOV.UK (DaP Unsampl_74473500,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Q. Site search (entire_56562468,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Q. Site search terms a_80213183,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Detailed guidance (_62888377,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. GOV.UK 404 pages_81430269,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Inside Government -_79563920,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Inside Government -_56583528,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Licence finder (bac_64388093,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Service Manual TEM_141594765,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Service Manual (sea_72483429,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.V. Trade Tariff (back-_62884683,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. Accounts Digital Id_257966837,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. Brexit Checker & GO_201691037,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. Brexit Checker only_201560828,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. Brexit LP and Child_90236435,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. Brexit LP, Child pa_201118402,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. Brexit pages_234976735,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. CR Content_102637111,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. CS. Green team_210660125,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB Finders no searc_94977003,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB Finders queries _94912813,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB Single Domain SA_70485264,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB Smart Answer Hig_69273150,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB SPL Cont._70491178,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB. Apply State Pen_70876819,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB. Energy grants c_70874529,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB. Inside Governme_71166680,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB. SPL - Journeys _70569796,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. JB. SPL Birth_82615864,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. PC GOV.UK SSRO IP _104246648,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. PC GOV.UK DWP IP ad_89651164,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. PC GOV.UK LandReg I_129173321,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. PC GOV.UK MoJ IP ad_103263678,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. PC Heroku apps_160415037,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X. PC URL email addres_89225597,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh DM content on GO_151416678,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. Business corona_234757122,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. Coronavirus - A_234943007,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. Coronavirus - F_236615482,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. Coronavirus Lan_201240594,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. DaP Grouping (D_90485460,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. DaP Grouping (D_79133510,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. Find Coronaviru_234161799,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GDS usage_93442810,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. Get coronavirus_234868770,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (/overvi_63466418,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (1) [Ref_67465768,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (2) [Tit_67532036,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (3) [Ful_70566053,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (4) [Int_72575026,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (5) [Dat_93503544,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (Brexit CD)_62099910,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (Entire _80386536,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.ACh. GOV.UK (Entire _64392641,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.Brexit Landing page _204213618,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.Brexit Results page _201673826,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.JW. GOV.UK [Exemplars]_100140505,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Education naviga_142225751,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Education naviga_142267609,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Site search - or_86843680,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Site search - pa_89989775,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Site search - pa_89932976,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Site search - re_238354967,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.X.TS. Site search - sp_101876918,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Z. Dev and Heroku_79563201,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Z. GOV.UK and planforb_143014125,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Z. Planforbritain (Ent_143010741,1
www.gov.uk_26179049.www.gov.uk_UA-26179049-1.Z. Planforbritain (UNF_143052412,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - 1. GOV.UK (Entire_89436128,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - 1. GOV.UK (Entire_96076611,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - 2. Depts and poli_89492346,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - 4. Trade Tariff_89492454,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - [excl. Bots] 6. S_89656810,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - [incl. Bots] 6. S_89657208,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - ACC MHRA finder_99983954,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - GOV.UK site hostn_97156078,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - Preview environment_98410579,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.UA - Site search (enti_99931267,1
www.gov.uk_26179049.www.gov.uk - direct do_UA-26179049-7.X. ACC dimension test_102675033,1
www.gov.uk_26179049.YouTube link test - in_UA-26179049-10.All Web Site Data_106651833,1
